"data","Somalia","jowhar","lughaye","zeylac","bossaso","dharkenley","daynile","gaalkacyo","hodan","belet_weyne","hawl_wadaag","kahda","marka","caynabo","laas_caanood","xudun","laasqoray","baki","borama","berbera","gebiley","hargeysa","owdweyne","xamar_weyne","garowe","cabdlcasiis","boondheere","karaan","shibis","shangaani","waaberi","wadajir","wardhiigleey","xamar_jabjab","yaaqshiid","afgooye","baidoa","diinsoor","baardheere","belet_xaawo","ceel_waaq","doolow","luuq","garbahaarey","afmadow","kismayo","burco","buuhoodle","sheikh","ceel_afweyn","ceerigaabo","qardho","burtinle","galdogob","hobyo","dhuusamarreeb","cabudwaaq","cadaado","wanla_weyn","xudur","ceel_barde","waajid"
"1","6.36","0","16.67",NA,"7.69","0","6.13","9.09","0","5","0","1.6","0","0","0","0",NA,NA,"0","80","0","0","0","0","0","16.67","0","0","0","0","0","7.14","0","0","0","0","9.11","0","0","0","0","0","0",NA,"28.57","1.06","50","25","0","57.14","0","0",NA,"0","0","0","0",NA,"0","0","50","0"
"snfi_nc_index4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","54.01","42.03","94.74","40","62.5","62.96","62.99","52.27","70.27","71.74","76.19","64.16","28.57","50","77.78","100","46.67","50","40","80","100","76","83.33","42.86","40.74","100","100","100","75","42.86","75","63.16","81.82","33.33","83.33","92.41","34.47","8.33","0","50","33.33","0","53.85","25","11.11","34.62","20","68.75","75","50","55.56","50","50","20","100","90","62.5","0","100","0","25","16.67"
"0","45.99","57.97","5.26","60","37.5","37.04","37.01","47.73","29.73","28.26","23.81","35.84","71.43","50","22.22","0","53.33","50","60","20","0","24","16.67","57.14","59.26","0","0","0","25","57.14","25","36.84","18.18","66.67","16.67","7.59","65.53","91.67","100","50","66.67","100","46.15","75","88.89","65.38","80","31.25","25","50","44.44","50","50","80","0","10","37.5","100","0","100","75","83.33"
"snfi_nc_index5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","52.18","3.85","0","0","37.5","28","72.22","20.59","21.54","27.85","0","84.3","20","0","0","0","0","0","0","0","0","54.55","11.11","16.67","68","22.22","0","0","0","0","0","12.5","0","0","0","8.33","83.12","8.33","0","0","0","50","16.67","0","66.67","9.04","0","0","0","0","0","0","75","20","0","0","40","0","0","0","0","0"
"1","47.82","96.15","100","100","62.5","72","27.78","79.41","78.46","72.15","100","15.7","80","100","100","100","100","100","100","100","100","45.45","88.89","83.33","32","77.78","100","100","100","100","100","87.5","100","100","100","91.67","16.88","91.67","100","100","100","50","83.33","100","33.33","90.96","100","100","100","100","100","100","25","80","100","100","60","100","100","100","100","100"
"snfi_nc_index6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","70.14","68.12","94.74","100","39.58","62.96","82.99","79.55","89.19","60.87","76.19","93.06","85.71","75","83.33","100","60","100","70","90","25","20","100","42.86","40.74","100","75","50","50","28.57","50","68.42","63.64","66.67","66.67","92.41","57.39","66.67","100","87.5","66.67","50","69.23","75","55.56","32.42","46.67","87.5","75","50","66.67","33.33","50","100","66.67","80","100","0","100","100","100","83.33"
"0","29.86","31.88","5.26","0","60.42","37.04","17.01","20.45","10.81","39.13","23.81","6.94","14.29","25","16.67","0","40","0","30","10","75","80","0","57.14","59.26","0","25","50","50","71.43","50","31.58","36.36","33.33","33.33","7.59","42.61","33.33","0","12.5","33.33","50","30.77","25","44.44","67.58","53.33","12.5","25","50","33.33","66.67","50","0","33.33","20","0","100","0","0","0","16.67"
"snfi_nc_index8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","91.42","88.41","100","60","85.42","92.59","91.72","100","71.62","41.3","95.24","97.11","100","100","100","100","100","87.5","100","100","100","96","100","85.71","100","100","100","50","100","100","75","89.47","81.82","66.67","83.33","91.14","93.72","91.67","100","100","100","100","100","100","61.11","97.8","93.33","100","100","100","100","66.67","100","100","100","100","100","80","100","100","100","100"
"1","8.58","11.59","0","40","14.58","7.41","8.28","0","28.38","58.7","4.76","2.89","0","0","0","0","0","12.5","0","0","0","4","0","14.29","0","0","0","50","0","0","25","10.53","18.18","33.33","16.67","8.86","6.28","8.33","0","0","0","0","0","0","38.89","2.2","6.67","0","0","0","0","33.33","0","0","0","0","0","20","0","0","0","0"
"snfi_nc_index9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","85.59","93.44","100","100","45.83","70.83","90.73","88.64","90.28","96.63","89.47","91.02","71.43","100","88.89","100","100","87.5","90","100","75","88","100","83.33","51.85","100","100","100","75","85.71","83.33","73.68","100","33.33","100","94.67","80.17","100","50","100","66.67","100","83.33","75","55.56","76.84","80","93.75","87.5","87.5","77.78","91.67","100","100","66.67","100","100","80","75","100","100","100"
"1","14.41","6.56","0","0","54.17","29.17","9.27","11.36","9.72","3.37","10.53","8.98","28.57","0","11.11","0","0","12.5","10","0","25","12","0","16.67","48.15","0","0","0","25","14.29","16.67","26.32","0","66.67","0","5.33","19.83","0","50","0","33.33","0","16.67","25","44.44","23.16","20","6.25","12.5","12.5","22.22","8.33","0","0","33.33","0","0","20","25","0","0","0"
"wash_index1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","82.38","82.35","71.43","100","26.83","100","97.9","98.53","95","44.58","100","100","28.57","50","66.67","33.33","57.14","37.5","100","11.11","100","90.48","23.53","100","100","100","100","50","100","100","85.71","100","100","100","100","60","79.15","0","75","14.29","0","100","77.78","0","90.91","90.38","76.92","23.08","33.33","0","33.33","87.5","100","80","0","100","100","100","100","0","100","0"
"2","12.78","13.73","21.43","0","63.41","0","2.1","1.47","5","50.6","0","0","42.86","0","5.56","16.67","7.14","62.5","0","22.22","0","9.52","23.53","0","0","0","0","50","0","0","14.29","0","0","0","0","26.15","16.33","100","25","85.71","0","0","22.22","75","9.09","9.62","7.69","7.69","16.67","60","50","12.5","0","0","0","0","0","0","0","100","0","100"
"3","4.59","3.92","7.14","0","9.76","0","0","0","0","1.2","0","0","0","50","27.78","50","35.71","0","0","66.67","0","0","52.94","0","0","0","0","0","0","0","0","0","0","0","0","13.85","4.52","0","0","0","100","0","0","25","0","0","15.38","69.23","50","40","16.67","0","0","20","100","0","0","0","0","0","0","0"
"4","0.26","0","0","0","0","0","0","0","0","3.61","0","0","28.57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"wash_index2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4","37.93","42.19","21.05","0","56.25","33.33","39.26","46.59","11.27","36.84","26.32","42.34","0","75","50","55.56","20","12.5","0","10","25","62.5","88.89","42.86","26.09","16.67","25","50","0","14.29","25","36.84","45.45","50","66.67","41.77","41.74","91.67","25","12.5","66.67","0","15.38","66.67","27.78","15.72","80","7.14","12.5","0","88.89","33.33","25","20","33.33","90","25","40","20","0","25","50"
"3","35.42","32.81","57.89","20","39.58","41.67","36.3","37.5","43.66","17.54","36.84","20.42","33.33","12.5","16.67","11.11","73.33","12.5","50","70","25","25","11.11","28.57","30.43","38.89","0","0","25","28.57","25","63.16","0","0","33.33","10.13","43.61","8.33","25","75","33.33","100","15.38","33.33","66.67","50.31","13.33","71.43","37.5","50","11.11","8.33","0","60","0","10","37.5","60","20","88.89","25","33.33"
"2","15.93","6.25","10.53","80","4.17","20.83","15.31","10.23","29.58","19.3","0","21.92","50","12.5","16.67","33.33","6.67","62.5","40","10","25","8.33","0","28.57","34.78","16.67","0","0","0","42.86","25","0","36.36","50","0","31.65","10.9","0","0","12.5","0","0","7.69","0","5.56","15.09","6.67","21.43","37.5","50","0","8.33","25","0","33.33","0","37.5","0","60","11.11","50","16.67"
"1","10.71","18.75","10.53","0","0","4.17","9.14","5.68","15.49","26.32","36.84","15.32","16.67","0","16.67","0","0","12.5","10","10","25","4.17","0","0","8.7","27.78","75","50","75","14.29","25","0","18.18","0","0","16.46","3.75","0","50","0","0","0","61.54","0","0","18.87","0","0","12.5","0","0","50","50","20","33.33","0","0","0","0","0","0","0"
"wash_index3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3","56.25","50",NA,NA,"100",NA,"85.71","100","100","100",NA,NA,NA,NA,NA,NA,"100",NA,"50",NA,"0","0",NA,"100","57.14",NA,NA,NA,NA,NA,"100",NA,NA,NA,NA,"50","35.29","75",NA,NA,NA,NA,NA,NA,"90.91","0",NA,NA,NA,NA,NA,"11.11",NA,NA,NA,NA,NA,"100","0",NA,NA,"100"
"1","33.33","33.33",NA,NA,"0",NA,"14.29","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,"0","50",NA,"0","28.57",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"50","64.71","0",NA,NA,NA,NA,NA,NA,"0","66.67",NA,NA,NA,NA,NA,"88.89",NA,NA,NA,NA,NA,"0","100",NA,NA,"0"
"2","8.33","16.67",NA,NA,"0",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,"50",NA,"100","50",NA,"0","0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0","0","25",NA,NA,NA,NA,NA,NA,"0","33.33",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","0",NA,NA,"0"
"4","2.08","0",NA,NA,"0",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,"0","0",NA,"0","14.29",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"9.09","0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","0",NA,NA,"0"
"wash_nc_index1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","81.9","60.34","100","100","97.44","86.96","88.18","100","94.44","67.69","70.59","84.4","100","100","100","100","100","100","100","100","75","100","100","66.67","87.5","100","100","50","100","71.43","100","60","100","66.67","50","100","72.14","100","100","100","100","100","44.44","100","30.77","61.49","100","100","80","57.14","83.33","100","100","66.67","100","100","85.71","100","66.67","100","0","0"
"1","18.1","39.66","0","0","2.56","13.04","11.82","0","5.56","32.31","29.41","15.6","0","0","0","0","0","0","0","0","25","0","0","33.33","12.5","0","0","50","0","28.57","0","40","0","33.33","50","0","27.86","0","0","0","0","0","55.56","0","69.23","38.51","0","0","20","42.86","16.67","0","0","33.33","0","0","14.29","0","33.33","0","100","100"
"wash_nc_index2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","98.86","95","100","100","100","100","99.15","100","98.57","100","100","99.64","100","100","100","100","77.78","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","98.63","100","100","100","100","100","100","100","76.92","97.99","92.31","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"1","1.14","5","0","0","0","0","0.85","0","1.43","0","0","0.36","0","0","0","0","22.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.37","0","0","0","0","0","0","0","23.08","2.01","7.69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"wash_nc_index3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","99.78","100","100","100","93.94","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.68","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","66.67","100"
"1","0.22","0","0","0","6.06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.33","0"
"wash_nc_index4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","74.11","63.79","84.62","100","100","90","71.77","94.87","50","63.1","47.06","56.79","100","100","78.57","100","87.5","100","33.33","87.5","25","85","53.33","80","76.19","72.22","100","100","100","28.57","70","82.35","33.33","100","66.67","94.92","84.34","100","33.33","100","100","0","33.33","66.67","50","70.45","78.57","100","62.5","14.29","87.5","100","100","100","100","100","100","20","100","100",NA,"100"
"0","25.89","36.21","15.38","0","0","10","28.23","5.13","50","36.9","52.94","43.21","0","0","21.43","0","12.5","0","66.67","12.5","75","15","46.67","20","23.81","27.78","0","0","0","71.43","30","17.65","66.67","0","33.33","5.08","15.66","0","66.67","0","0","100","66.67","33.33","50","29.55","21.43","0","37.5","85.71","12.5","0","0","0","0","0","0","80","0","0",NA,"0"
"wash_nc_index5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","99.78","100","100","100","93.94","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.68","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","66.67","100"
"1","0.22","0","0","0","6.06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.33","0"
"wash_nc_index6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","73.66","81.63","38.46","50","25","100","92.8","96.77","92.31","34.72","100","93.33","28.57","33.33","40","20","8.33","14.29","75","10","100","53.85","23.53","100","100","100","100","50","100","100","85.71","100","100","100","100","47.46","69.39","0","66.67","14.29","0","100","62.5","0","75","85.83","45.45","15.38","33.33","0","33.33","83.33","100","80","0","100","100","100","100","0","66.67","0"
"1","26.34","18.37","61.54","50","75","0","7.2","3.23","7.69","65.28","0","6.67","71.43","66.67","60","80","91.67","85.71","25","90","0","46.15","76.47","0","0","0","0","50","0","0","14.29","0","0","0","0","52.54","30.61","100","33.33","85.71","100","0","37.5","100","25","14.17","54.55","84.62","66.67","100","66.67","16.67","0","20","100","0","0","0","0","100","33.33","100"
"health_index1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","81.18","91.23","46.15","66.67","95.65","77.27","76.38","44.23","91.67","78.67","100","81.35","100","60","75","100","0","20","40","28.57","100","63.64","66.67","100","100","100","100","0","100","100","100","100","100","100","100","60","87.71","100","100","100","100","100","60","50","64.29","93.48","71.43","57.14","100","37.5","66.67","100",NA,"100","100","100","0","60","60","100","75","100"
"4","18.82","8.77","53.85","33.33","4.35","22.73","23.62","55.77","8.33","21.33","0","18.65","0","40","25","0","100","80","60","71.43","0","36.36","33.33","0","0","0","0","100","0","0","0","0","0","0","0","40","12.29","0","0","0","0","0","40","50","35.71","6.52","28.57","42.86","0","62.5","33.33","0",NA,"0","0","0","100","40","40","0","25","0"
"health_index2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4","64.46","60.87","89.47","40","72.92","55.56","65.75","79.55","33.78","69.57","52.38","60.12","14.29","87.5","55.56","66.67","60","50","30","10","0","48","11.11","71.43","66.67","50","25","0","25","71.43","41.67","31.58","63.64","100","66.67","86.08","66.89","100","100","100","66.67","100","84.62","75","50","63.74","93.33","75","50","62.5","100","75","100","80","100","100","100","100","66.67","55.56","0","66.67"
"3","21.8","27.54","5.26","60","27.08","33.33","18.85","5.68","33.78","18.48","33.33","22.83","28.57","12.5","33.33","11.11","26.67","50","40","10","0","24","50","14.29","18.52","27.78","25","50","25","28.57","8.33","68.42","27.27","0","33.33","12.66","22.92","0","0","0","33.33","0","7.69","0","16.67","26.92","0","12.5","12.5","37.5","0","25","0","20","0","0","0","0","0","33.33","50","33.33"
